Entity,Code,Year,renewable_share_of_electricity__pct
Finland,FIN,2013,35.96688
Finland,FIN,2014,38.59031
Finland,FIN,2015,44.497887
Finland,FIN,2016,44.232727
Finland,FIN,2017,46.608414
Finland,FIN,2018,45.763916
Finland,FIN,2019,46.465527
Finland,FIN,2020,51.89197
Finland,FIN,2021,52.946888
Finland,FIN,2022,53.567966
Finland,FIN,2023,51.824097
Finland,FIN,2024,55.418663
France,FRA,1985,18.454147
France,FRA,1986,17.671238
France,FRA,1987,19.088827
France,FRA,1988,19.968836
France,FRA,1989,11.974421
France,FRA,1990,13.128545
France,FRA,1991,12.974642
France,FRA,1992,15.182972
France,FRA,1993,13.944494
France,FRA,1994,16.747738
France,FRA,1995,15.0507765
France,FRA,1996,13.214124
France,FRA,1997,12.975907
France,FRA,1998,12.539284
France,FRA,1999,14.187551
France,FRA,2000,12.736593
France,FRA,2001,14.023221
France,FRA,2002,11.372541
France,FRA,2003,10.993866
France,FRA,2004,11.022427
France,FRA,2005,9.660189
France,FRA,2006,10.736824
France,FRA,2007,11.444539
France,FRA,2008,12.757065
France,FRA,2009,12.885964
France,FRA,2010,13.635394
France,FRA,2011,11.630405
France,FRA,2012,15.019909
France,FRA,2013,17.239706
France,FRA,2014,16.60398
France,FRA,2015,15.996098
France,FRA,2016,17.715267
France,FRA,2017,16.6463
France,FRA,2018,19.710018
France,FRA,2019,19.985151
France,FRA,2020,23.738197
France,FRA,2021,22.2091
France,FRA,2022,24.207561
France,FRA,2023,26.470757
France,FRA,2024,26.243881
Germany,DEU,1985,3.6446776
Germany,DEU,1986,3.8522167
Germany,DEU,1987,4.0926185
Germany,DEU,1988,3.9537015
Germany,DEU,1989,3.5756319
Germany,DEU,1990,3.5222955
Germany,DEU,1991,3.167792
Germany,DEU,1992,3.6963484
Germany,DEU,1993,3.940698
Germany,DEU,1994,4.4966893
Germany,DEU,1995,4.8839316
Germany,DEU,1996,4.842858
Germany,DEU,1997,4.218753
Germany,DEU,1998,4.529731
Germany,DEU,1999,5.2269373
Germany,DEU,2000,6.2237453
Germany,DEU,2001,6.5429926
Germany,DEU,2002,7.621283
Germany,DEU,2003,7.7521048
Germany,DEU,2004,9.509515
Germany,DEU,2005,10.341735
Germany,DEU,2006,11.513804
Germany,DEU,2007,14.172081
Germany,DEU,2008,14.925115
Germany,DEU,2009,16.341248
Germany,DEU,2010,16.886946
Germany,DEU,2011,20.566942
Germany,DEU,2012,23.136122
Germany,DEU,2013,24.13092
Germany,DEU,2014,26.170504
Germany,DEU,2015,29.43505
Germany,DEU,2016,29.481544
Germany,DEU,2017,33.466778
Germany,DEU,2018,35.25811
Germany,DEU,2019,40.18897
Germany,DEU,2020,44.374065
Germany,DEU,2021,40.167233
Germany,DEU,2022,44.372704
Germany,DEU,2023,53.28971
Germany,DEU,2024,57.445427
Greece,GRC,1985,10.1117525
Greece,GRC,1986,11.456599
Greece,GRC,1987,9.1867075
Greece,GRC,1988,7.0880995
Greece,GRC,1989,5.517181
Greece,GRC,1990,5.1754384
Greece,GRC,1991,8.80932
Greece,GRC,1992,6.01197
Greece,GRC,1993,6.175457
Greece,GRC,1994,6.5967016
Greece,GRC,1995,8.695652
Greece,GRC,1996,10.410244
Greece,GRC,1997,9.156739
Greece,GRC,1998,8.293217
Greece,GRC,1999,9.715689
Greece,GRC,2000,7.8201737
Greece,GRC,2001,5.5957365
Greece,GRC,2002,6.709145
Greece,GRC,2003,10.282822
Greece,GRC,2004,10.151151
Greece,GRC,2005,10.914353
Greece,GRC,2006,12.910285
Greece,GRC,2007,7.355769
Greece,GRC,2008,9.247346
Greece,GRC,2009,13.523367
Greece,GRC,2010,18.600954
Greece,GRC,2011,13.943541
Greece,GRC,2012,16.908697
Greece,GRC,2013,25.474543
Greece,GRC,2014,24.546555
Greece,GRC,2015,29.08913
Greece,GRC,2016,27.65602
Greece,GRC,2017,25.182482
Greece,GRC,2018,30.678577
Greece,GRC,2019,33.57664
Greece,GRC,2020,36.93959
Greece,GRC,2021,40.800144
Greece,GRC,2022,43.448814
Greece,GRC,2023,49.72353
Greece,GRC,2024,49.711693
Hungary,HUN,1985,0.5784877
Hungary,HUN,1986,0.54913706
Hungary,HUN,1987,0.5680863
Hungary,HUN,1988,0.5781138
Hungary,HUN,1989,0.5338559
Hungary,HUN,1990,0.70323485
Hungary,HUN,1991,0.7009346
Hungary,HUN,1992,0.66287875
Hungary,HUN,1993,0.6381039
Hungary,HUN,1994,0.6264916
Hungary,HUN,1995,0.6466784
Hungary,HUN,1996,0.74095184
Hungary,HUN,1997,0.7627119
Hungary,HUN,1998,0.5913978
Hungary,HUN,1999,0.63441706
Hungary,HUN,2000,0.68201196
Hungary,HUN,2001,0.7138935
Hungary,HUN,2002,0.63623786
Hungary,HUN,2003,0.9668913
Hungary,HUN,2004,2.78849
Hungary,HUN,2005,5.230769
Hungary,HUN,2006,4.1562066
Hungary,HUN,2007,4.7047048
Hungary,HUN,2008,5.8720636
Hungary,HUN,2009,8.047898
Hungary,HUN,2010,8.083511
Hungary,HUN,2011,7.523598
Hungary,HUN,2012,7.6256504
Hungary,HUN,2013,9.1840105
Hungary,HUN,2014,10.751957
Hungary,HUN,2015,10.616551
Hungary,HUN,2016,10.19448
Hungary,HUN,2017,10.571082
Hungary,HUN,2018,11.762871
Hungary,HUN,2019,13.710618
Hungary,HUN,2020,15.807561
Hungary,HUN,2021,19.141275
Hungary,HUN,2022,21.40861
Hungary,HUN,2023,26.35135
Hungary,HUN,2024,31.770561
Iceland,ISL,1985,99.914604
Iceland,ISL,1986,99.90875
Iceland,ISL,1987,99.90614
Iceland,ISL,1988,99.8565
Iceland,ISL,1989,99.89905
Iceland,ISL,1990,99.761284
Iceland,ISL,1991,99.89846
Iceland,ISL,1992,99.89308
Iceland,ISL,1993,99.87287
Iceland,ISL,1994,99.89313
Iceland,ISL,1995,99.78912
Iceland,ISL,1996,99.87892
Iceland,ISL,1997,99.90772
Iceland,ISL,1998,99.90164
Iceland,ISL,1999,99.90988
Iceland,ISL,2000,100.0
Iceland,ISL,2001,100.0
Iceland,ISL,2002,99.88023
Iceland,ISL,2003,99.88152
Iceland,ISL,2004,100.0
Iceland,ISL,2005,100.0
Iceland,ISL,2006,100.0
Iceland,ISL,2007,100.0
Iceland,ISL,2008,100.0
Iceland,ISL,2009,100.0
Iceland,ISL,2010,100.0
Iceland,ISL,2011,100.0
Iceland,ISL,2012,100.0
Iceland,ISL,2013,100.0
Iceland,ISL,2014,100.0
Iceland,ISL,2015,100.0
Iceland,ISL,2016,100.0
Iceland,ISL,2017,100.0
Iceland,ISL,2018,100.0
Iceland,ISL,2019,100.0
Iceland,ISL,2020,100.0
Iceland,ISL,2021,100.0
Iceland,ISL,2022,100.0
Iceland,ISL,2023,100.0
Iceland,ISL,2024,99.98544
Ireland,IRL,1985,6.927201
Ireland,IRL,1986,7.2618556
Ireland,IRL,1987,5.2523727
Ireland,IRL,1988,6.5939674
Ireland,IRL,1989,5.044459
Ireland,IRL,1990,4.9261084
Ireland,IRL,1991,5.030181
Ireland,IRL,1992,5.266497
Ireland,IRL,1993,4.8387094
Ireland,IRL,1994,5.5985703
Ireland,IRL,1995,4.1548095
Ireland,IRL,1996,4.027557
Ireland,IRL,1997,4.1221375
Ireland,IRL,1998,5.659472
Ireland,IRL,1999,5.2025785
Ireland,IRL,2000,4.9957657
Ireland,IRL,2001,4.1903987
Ireland,IRL,2002,5.564516
Ireland,IRL,2003,4.59307
Ireland,IRL,2004,5.520254
Ireland,IRL,2005,7.3103986
Ireland,IRL,2006,9.124493
Ireland,IRL,2007,9.918814
Ireland,IRL,2008,12.044162
Ireland,IRL,2009,14.745883
Ireland,IRL,2010,13.233725
Ireland,IRL,2011,20.014744
Ireland,IRL,2012,19.379845
Ireland,IRL,2013,22.043852
Ireland,IRL,2014,24.786655
Ireland,IRL,2015,28.031384
Ireland,IRL,2016,24.86755
Ireland,IRL,2017,28.962818
Ireland,IRL,2018,33.00971
Ireland,IRL,2019,38.391403
Ireland,IRL,2020,42.10197
Ireland,IRL,2021,36.73211
Ireland,IRL,2022,38.887234
Ireland,IRL,2023,44.961735
Ireland,IRL,2024,45.322113
Italy,ITA,1985,23.650263
Italy,ITA,1986,22.94026
Italy,ITA,1987,21.228374
Italy,ITA,1988,21.62251
Italy,ITA,1989,17.742832
Italy,ITA,1990,16.373447
Italy,ITA,1991,20.844206
Italy,ITA,1992,20.55416
Italy,ITA,1993,20.578865
Italy,ITA,1994,21.092896
Italy,ITA,1995,17.466402
Italy,ITA,1996,19.307407
Italy,ITA,1997,18.738337
Italy,ITA,1998,18.32374
Italy,ITA,1999,19.795565
Italy,ITA,2000,18.844929
Italy,ITA,2001,19.988966
Italy,ITA,2002,17.407127
Italy,ITA,2003,16.369164
Italy,ITA,2004,18.34122
Italy,ITA,2005,16.437565
Italy,ITA,2006,16.570139
Italy,ITA,2007,15.586112
Italy,ITA,2008,18.666752
Italy,ITA,2009,24.18634
Italy,ITA,2010,25.94815
Italy,ITA,2011,27.801052
Italy,ITA,2012,31.234547
Italy,ITA,2013,39.158104
Italy,ITA,2014,43.640835
Italy,ITA,2015,38.930996
Italy,ITA,2016,37.772335
Italy,ITA,2017,35.567806
Italy,ITA,2018,39.995106
Italy,ITA,2019,39.94276
Italy,ITA,2020,42.231133
Italy,ITA,2021,40.74749
Italy,ITA,2022,35.8568
Italy,ITA,2023,44.577347
Italy,ITA,2024,49.317913
Kosovo,OWID_KOS,2000,1.6891892
Kosovo,OWID_KOS,2001,1.3404826
Kosovo,OWID_KOS,2002,1.347709
Kosovo,OWID_KOS,2003,1.3774104
Kosovo,OWID_KOS,2004,2.6960785
Kosovo,OWID_KOS,2005,2.4663677
Kosovo,OWID_KOS,2006,2.2573364
Kosovo,OWID_KOS,2007,1.8633541
Kosovo,OWID_KOS,2008,1.5503876
Kosovo,OWID_KOS,2009,2.414487
Kosovo,OWID_KOS,2010,3.0947773
Kosovo,OWID_KOS,2011,1.7241379
Kosovo,OWID_KOS,2012,1.6835017
Kosovo,OWID_KOS,2013,2.1472392
Kosovo,OWID_KOS,2014,2.7624311
Kosovo,OWID_KOS,2015,2.2913256
Kosovo,OWID_KOS,2016,4.180602
Kosovo,OWID_KOS,2017,3.0405407
Kosovo,OWID_KOS,2018,5.0761423
Kosovo,OWID_KOS,2019,4.88189
Kosovo,OWID_KOS,2020,5.3731346
Kosovo,OWID_KOS,2021,6.512301
Kosovo,OWID_KOS,2022,6.512301
Kosovo,OWID_KOS,2023,9.328969
Kosovo,OWID_KOS,2024,5.3516817
Latvia,LVA,1985,60.04184
Latvia,LVA,1986,57.885277
Latvia,LVA,1987,62.304832
Latvia,LVA,1988,58.723534
Latvia,LVA,1989,62.16567
Latvia,LVA,1990,67.669174
Latvia,LVA,1991,58.053097
Latvia,LVA,1992,65.625
Latvia,LVA,1993,73.28245
Latvia,LVA,1994,74.549545
Latvia,LVA,1995,73.68421
Latvia,LVA,1996,59.615387
Latvia,LVA,1997,65.410194
Latvia,LVA,1998,74.48276
Latvia,LVA,1999,67.15328
Latvia,LVA,2000,68.115944
Latvia,LVA,2001,66.276344
Latvia,LVA,2002,62.468513
Latvia,LVA,2003,58.942062
Latvia,LVA,2004,68.23028
Latvia,LVA,2005,69.5122
Latvia,LVA,2006,57.055214
Latvia,LVA,2007,59.243694
Latvia,LVA,2008,60.910816
Latvia,LVA,2009,63.913822
Latvia,LVA,2010,54.901962
Latvia,LVA,2011,50.57471
Latvia,LVA,2012,66.61264
Latvia,LVA,2013,56.935486
Latvia,LVA,2014,54.47471
Latvia,LVA,2015,50.180504
Latvia,LVA,2016,54.20561
Latvia,LVA,2017,72.50996
Latvia,LVA,2018,51.934525
Latvia,LVA,2019,49.53416
Latvia,LVA,2020,63.636368
Latvia,LVA,2021,63.589745
Latvia,LVA,2022,75.94433
Latvia,LVA,2023,77.70801
Latvia,LVA,2024,74.303406
Lithuania,LTU,1985,1.8763793
Lithuania,LTU,1986,1.7152382
Lithuania,LTU,1987,1.5925766
Lithuania,LTU,1988,1.4787992
Lithuania,LTU,1989,1.3186357
Lithuania,LTU,1990,1.4436619
Lithuania,LTU,1991,1.1576438
Lithuania,LTU,1992,1.6711591
Lithuania,LTU,1993,2.7997127
Lithuania,LTU,1994,4.6106553
Lithuania,LTU,1995,2.7366862
Lithuania,LTU,1996,2.0320199
Lithuania,LTU,1997,2.0847812
Lithuania,LTU,1998,2.4489796
Lithuania,LTU,1999,3.1345565
Lithuania,LTU,2000,3.054807
Lithuania,LTU,2001,2.2980504
Lithuania,LTU,2002,2.0242913
Lithuania,LTU,2003,1.7534539
Lithuania,LTU,2004,2.2933333
Lithuania,LTU,2005,3.190014
Lithuania,LTU,2006,3.562552
Lithuania,LTU,2007,4.309064
Lithuania,LTU,2008,4.5011253
Lithuania,LTU,2009,4.644809
Lithuania,LTU,2010,18.2
Lithuania,LTU,2011,26.117647
Lithuania,LTU,2012,26.222221
Lithuania,LTU,2013,36.51551
Lithuania,LTU,2014,40.92141
Lithuania,LTU,2015,39.716312
Lithuania,LTU,2016,57.851234
Lithuania,LTU,2017,71.06741
Lithuania,LTU,2018,75.34247
Lithuania,LTU,2019,73.952095
Lithuania,LTU,2020,54.68085
Lithuania,LTU,2021,60.930225
Lithuania,LTU,2022,74.75247
Lithuania,LTU,2023,83.49328
Lithuania,LTU,2024,80.327866
Luxembourg,LUX,1985,9.329798
Luxembourg,LUX,1986,10.103137
Luxembourg,LUX,1987,11.780105
Luxembourg,LUX,1988,8.621103
Luxembourg,LUX,1989,6.4524403
Luxembourg,LUX,1990,12.903225
Luxembourg,LUX,1991,12.857143
Luxembourg,LUX,1992,12.121211
Luxembourg,LUX,1993,11.940298
Luxembourg,LUX,1994,18.644068
Luxembourg,LUX,1995,22.448978
Luxembourg,LUX,1996,17.777779
Luxembourg,LUX,1997,24.390244
Luxembourg,LUX,1998,40.540543
Luxembourg,LUX,1999,36.111107
Luxembourg,LUX,2000,40.0
